,n_adj,n_adp,n_adv,n_aux,n_cconj,n_det,n_intj,n_noun,n_num,n_part,n_pron,n_propn,n_punct,n_sconj,n_sym,n_verb,n_space,n_uadj,n_uadp,n_uadv,n_uaux,n_ucconj,n_udet,n_uintj,n_unoun,n_unum,n_upart,n_upron,n_upropn,n_upunct,n_usconj,n_usym,n_uverb,n_uspace,a_word_ps,a_bry_ps,corr_ttr,fkgl,fkre,a_kup_ps,a_kup_pw,t_bry
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
133,7,18,11,12,5,7,1,20,2,6,31,1,16,6,0,20,1,7,11,9,4,2,4,1,15,1,3,11,1,6,5,0,16,1,16.444,66.275,5.289,5.892,82.107,74.228,4.514,596.473
134,17,24,10,18,12,14,0,58,1,11,29,10,18,7,2,34,3,16,12,9,5,2,3,0,35,1,3,9,6,3,6,1,29,1,22.545,95.376,6.017,8.429,74.79,109.959,4.877,1049.139
135,3,8,2,6,1,5,0,10,0,7,13,0,6,2,0,14,0,3,4,2,3,1,3,0,9,0,2,6,0,4,2,0,10,0,17.75,76.627,3.944,4.794,92.303,86.885,4.895,306.51
136,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
138,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
140,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,6.0,2.121,20.2,-47.98,5.67,5.67,6.0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
142,5,8,3,5,1,3,1,8,2,1,5,4,5,1,0,5,1,5,6,3,3,1,2,1,8,2,1,1,4,2,1,0,4,1,13.25,43.366,4.371,7.611,64.092,58.992,4.452,173.464
143,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
144,10,12,21,13,9,8,1,21,1,5,25,0,12,3,0,24,0,10,8,18,5,3,4,1,19,1,2,9,0,4,3,0,17,0,13.909,59.971,5.774,4.565,87.106,62.217,4.473,659.679
145,19,18,13,19,9,14,0,37,1,6,40,2,25,4,1,31,0,16,8,10,4,3,6,0,29,1,2,10,2,8,3,1,20,0,15.214,56.753,5.523,4.027,93.288,69.167,4.546,794.539
146,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
147,7,14,4,6,2,8,0,24,3,4,20,4,12,3,0,21,0,6,10,4,5,2,3,0,17,3,2,6,4,5,3,0,17,0,13.333,51.764,5.358,5.343,80.502,63.966,4.797,465.873
148,36,68,47,47,39,47,1,123,14,21,78,15,111,12,1,70,18,29,19,30,8,4,8,1,89,12,3,15,13,13,7,1,54,2,29.857,112.631,8.161,10.32,74.254,131.745,4.413,2365.247
149,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
150,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
152,20,23,8,6,6,17,1,29,6,3,23,5,21,3,0,21,2,17,10,8,3,3,4,1,22,6,2,8,2,5,3,0,18,2,19.222,71.437,6.021,9.914,58.224,95.28,4.957,642.934
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
154,5,8,3,8,3,7,0,18,1,3,16,4,10,2,0,14,5,5,6,3,3,2,4,0,17,1,1,7,4,4,2,0,13,1,16.167,62.536,4.954,6.164,79.661,69.242,4.283,375.217
155,3,12,7,8,3,8,1,14,0,2,8,2,7,3,0,12,3,3,9,7,3,1,4,1,12,0,2,4,2,2,2,0,12,1,28.667,109.564,4.804,12.604,55.757,135.403,4.723,328.693
156,11,19,11,15,9,16,1,36,0,12,33,6,19,1,0,26,3,10,8,10,6,2,5,1,30,0,2,11,5,7,1,0,19,1,16.583,64.823,5.564,6.295,79.47,73.606,4.439,777.88
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
158,2,3,2,3,2,3,0,6,3,1,6,2,5,1,0,8,0,2,3,2,3,2,2,0,6,2,1,3,2,3,1,0,7,0,10.5,36.642,4.037,4.238,83.378,43.13,4.108,146.569
159,1,9,1,3,0,8,1,10,0,0,5,5,6,1,0,5,1,1,8,1,3,0,3,1,9,0,0,4,4,5,1,0,5,1,12.5,49.287,4.5,3.917,89.244,55.245,4.42,197.146
160,5,16,8,11,2,12,0,26,3,5,12,4,8,5,0,18,3,5,9,7,2,2,5,0,21,3,1,3,4,2,5,0,14,1,18.429,74.134,5.043,8.337,68.116,90.73,4.923,518.936
161,3,4,1,7,5,4,0,18,2,0,9,2,8,2,0,8,4,3,4,1,2,2,3,0,13,2,0,7,2,3,1,0,6,3,17.25,70.172,4.341,6.187,81.431,74.725,4.332,280.689
162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
163,7,11,10,17,3,8,1,17,0,5,23,5,18,2,1,15,2,7,7,10,7,3,4,1,13,0,2,8,3,6,1,1,13,1,14.0,52.836,5.292,4.48,87.882,60.068,4.291,475.52
164,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
165,8,7,2,4,4,3,0,11,0,4,11,2,6,0,0,9,2,7,4,2,2,2,3,0,10,0,2,5,2,4,0,0,9,1,22.0,73.042,4.613,6.935,84.523,94.123,4.278,219.125
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
167,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
168,15,19,20,10,8,11,0,37,0,2,30,8,28,4,3,25,12,12,10,15,4,2,4,0,27,0,2,7,5,6,3,1,18,3,16.833,62.349,5.721,8.032,67.456,80.506,4.783,748.191
169,7,9,2,5,1,1,0,15,1,1,6,0,9,3,1,9,2,6,8,2,4,1,1,0,15,1,1,4,0,5,3,1,9,1,15.5,69.492,5.478,10.629,46.464,86.175,5.56,277.968
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
171,0,1,3,2,1,1,0,2,0,0,3,0,1,0,0,5,0,0,1,3,2,1,1,0,2,0,0,2,0,1,0,0,4,0,19.0,78.555,2.92,7.967,71.782,79.38,4.178,78.555
172,25,20,17,12,4,13,0,41,1,9,21,0,28,3,0,27,3,17,9,11,5,1,4,0,23,1,2,7,0,8,2,0,19,2,32.667,158.365,5.253,13.646,55.411,180.205,5.516,950.192
173,14,28,20,15,16,23,1,64,8,13,39,0,13,6,2,50,5,14,13,15,6,3,7,1,51,7,2,8,0,1,3,2,35,3,20.133,75.652,6.754,7.305,78.549,96.244,4.78,1134.777
174,6,5,4,7,7,5,0,17,0,4,17,0,16,0,2,14,1,6,4,4,4,3,2,0,16,0,2,11,0,5,0,2,10,1,14.667,54.021,5.201,5.014,85.237,68.123,4.645,324.129
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
176,29,21,16,35,11,19,1,58,3,15,45,4,45,9,2,44,5,20,8,13,9,3,5,1,38,3,2,10,4,8,6,1,32,1,17.611,73.105,6.037,7.657,71.534,91.232,5.18,1315.884
177,6,8,6,9,2,7,0,13,2,7,13,0,12,5,1,15,1,6,6,5,4,2,3,0,10,2,2,6,0,6,5,1,11,1,23.75,97.08,4.861,7.087,86.552,109.743,4.621,388.322
178,6,7,4,8,4,6,1,17,0,1,12,0,7,2,0,11,0,6,4,4,3,2,3,1,13,0,1,6,0,5,2,0,8,0,19.75,72.07,4.535,6.153,86.125,96.19,4.87,288.282
179,3,1,0,3,0,2,0,2,0,1,6,0,4,1,1,5,0,3,1,0,2,0,2,0,2,0,1,3,0,2,1,1,4,0,24.0,101.571,3.031,8.028,80.25,117.19,4.883,101.571
180,6,19,8,13,5,17,0,25,4,3,16,7,13,2,0,14,1,5,8,8,5,2,5,0,22,3,2,5,6,4,2,0,12,1,12.727,45.918,5.02,3.618,91.793,58.387,4.588,505.094
181,3,4,0,3,1,3,0,8,0,1,1,1,5,0,0,2,1,3,4,0,2,1,2,0,8,0,1,1,1,4,0,0,2,1,14.0,55.327,3.742,8.413,59.682,71.53,5.109,110.655
182,11,18,22,24,4,13,1,30,2,13,41,2,29,5,0,35,4,11,10,18,5,2,5,1,26,2,2,14,2,3,4,0,26,1,11.2,42.829,5.906,2.949,93.871,50.993,4.553,856.585
183,58,107,81,108,35,83,0,160,8,47,198,2,121,39,6,174,13,47,18,50,11,6,14,0,95,7,2,28,1,9,12,2,89,3,23.66,98.59,7.634,8.737,74.56,115.021,4.861,4633.73
184,18,21,21,14,11,18,0,40,0,13,29,0,22,5,0,41,0,17,12,17,5,4,6,0,30,0,2,11,0,6,4,0,27,0,25.667,109.518,6.327,10.307,66.885,127.632,4.973,985.662
185,13,20,19,15,8,15,0,39,7,5,30,2,20,6,0,32,0,11,11,16,7,2,4,0,28,4,2,6,2,6,3,0,20,0,26.375,101.658,5.744,9.684,72.61,126.345,4.79,813.265
186,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
187,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
188,27,37,23,30,13,25,0,58,4,13,63,2,29,12,0,48,6,24,12,18,5,3,7,0,37,4,2,12,2,6,5,0,35,2,24.2,91.383,6.124,8.769,75.298,117.968,4.875,1370.738
189,6,13,11,12,7,7,1,18,3,9,19,3,14,0,2,20,6,6,6,10,4,3,3,1,16,3,2,4,3,4,0,2,12,2,13.5,47.828,4.747,3.048,97.253,54.204,4.015,478.276
190,5,10,3,14,4,10,0,26,0,2,12,3,15,4,0,9,5,4,7,3,4,2,5,0,22,0,2,4,3,5,2,0,7,3,21.4,88.162,4.853,11.283,52.284,115.8,5.411,440.81
191,8,5,3,2,3,2,0,14,1,2,7,0,10,1,0,5,1,6,4,3,1,3,1,0,14,1,1,6,0,5,1,0,5,1,13.5,60.631,5.004,5.408,80.333,67.993,5.036,242.525
192,16,26,6,22,11,18,0,42,8,5,20,1,17,3,1,22,0,15,10,6,5,2,6,0,37,7,2,5,1,5,3,1,17,0,33.333,135.511,5.9,13.517,57.523,171.182,5.135,813.069
193,2,4,1,6,1,4,0,10,0,2,9,2,3,3,0,8,1,2,4,1,3,1,2,0,7,0,2,5,2,2,2,0,8,1,17.667,70.69,3.885,5.326,88.341,81.133,4.592,212.07
194,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,1,4.5,6.5,2.121,-4.657,136.468,10.86,2.413,13.0
195,3,20,15,14,8,23,0,32,0,8,28,0,13,5,0,32,2,3,11,10,5,3,8,0,25,0,2,7,0,3,5,0,22,1,21.111,84.553,5.232,6.865,83.442,97.864,4.636,760.978
196,12,19,10,15,9,18,0,30,3,7,25,1,18,6,0,22,4,10,12,10,4,2,5,0,20,2,3,7,1,5,6,0,17,1,18.1,73.601,5.308,6.594,80.026,95.534,5.278,736.006
197,2,12,4,7,4,4,0,17,3,2,10,0,7,2,0,13,3,2,10,4,3,1,3,0,16,3,1,5,0,6,2,0,12,1,27.667,106.02,5.2,8.706,81.922,132.317,4.783,318.06
198,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
199,9,29,10,14,7,16,0,34,1,7,36,4,16,3,0,30,8,9,10,9,7,4,4,0,26,1,2,11,4,6,2,0,19,3,18.909,76.058,5.491,6.705,80.672,84.014,4.443,836.637
200,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,12.0,2.121,20.2,-47.98,7.78,7.78,12.0
201,6,14,8,5,0,10,1,28,2,5,15,2,14,2,0,17,3,6,9,7,3,0,4,1,20,1,2,5,2,3,2,0,13,1,16.857,68.426,4.947,6.984,75.013,82.699,4.906,478.981
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
204,0,3,0,0,1,1,0,3,0,0,4,2,3,0,0,3,0,0,3,0,0,1,1,0,3,0,0,3,2,2,0,0,3,0,17.0,58.673,3.087,9.781,55.215,62.44,3.673,58.673
205,10,14,19,20,6,14,1,23,0,8,33,0,23,11,0,25,2,9,8,16,4,3,6,1,23,0,2,11,0,3,5,0,20,1,26.429,108.685,5.511,9.515,73.917,125.494,4.748,760.796
206,4,9,3,5,1,5,0,13,2,4,12,5,18,0,0,11,4,4,5,3,3,1,2,0,10,2,3,6,5,6,0,0,11,3,13.0,45.226,4.964,5.667,77.586,53.433,4.11,271.359
207,15,10,8,14,7,6,1,19,0,7,27,1,12,8,1,18,1,14,9,6,4,3,3,1,17,0,2,10,1,5,6,1,14,1,28.4,109.444,5.697,11.441,63.62,133.122,4.687,547.221
208,2,0,1,1,2,0,0,5,0,2,3,0,1,1,0,3,0,2,0,1,1,2,0,0,5,0,1,2,0,1,1,0,3,0,20.0,85.882,3.004,8.14,72.325,108.71,5.435,85.882
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
210,4,11,9,12,4,7,1,13,2,4,18,9,15,3,0,19,4,4,7,8,6,2,3,1,10,1,2,6,5,5,3,0,17,2,14.875,55.779,4.862,4.589,88.653,61.285,4.12,446.228
211,17,23,18,21,13,27,0,43,1,8,50,1,37,8,0,41,8,15,9,17,5,3,6,0,32,1,2,10,1,8,6,0,24,2,23.25,95.13,5.461,8.28,77.107,112.522,4.84,1141.564
212,7,0,5,5,3,2,0,7,0,3,11,1,9,4,0,14,2,6,0,5,3,2,2,0,6,0,2,4,1,5,4,0,12,2,16.0,66.62,4.596,6.691,75.592,71.963,4.498,266.48
213,5,7,3,6,2,2,0,12,0,1,10,1,10,0,0,4,0,5,5,3,3,1,1,0,11,0,1,6,1,5,0,0,4,0,18.0,70.14,4.523,6.289,82.032,84.713,4.706,210.421
214,2,6,4,9,3,12,1,16,0,4,15,0,11,2,0,18,4,2,4,4,3,2,5,1,12,0,2,6,0,4,2,0,14,2,13.714,49.304,4.402,3.894,91.571,61.759,4.503,345.13
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
218,10,11,7,11,6,12,0,20,2,8,16,0,11,0,1,13,1,8,8,7,4,3,3,0,14,2,2,8,0,5,0,1,12,1,23.4,88.202,4.903,8.261,77.515,107.942,4.613,441.012
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
220,5,7,7,5,2,5,1,13,0,5,10,5,13,1,0,16,6,5,6,6,2,1,2,1,11,0,1,8,4,5,1,0,14,2,12.714,44.35,5.247,4.218,87.467,56.547,4.448,310.45
221,2,6,2,8,4,4,1,13,0,7,14,2,6,3,0,12,4,2,5,2,4,2,2,1,12,0,3,5,2,3,3,0,11,2,20.5,73.754,4.607,4.637,98.332,88.068,4.296,295.016
222,6,19,8,8,6,10,0,25,0,2,20,1,17,1,0,15,1,6,9,6,4,3,6,0,16,0,2,9,1,5,1,0,13,1,17.429,70.351,4.865,6.102,82.355,84.233,4.833,492.454
223,3,11,5,10,2,7,0,13,0,1,11,3,12,0,0,7,0,3,9,5,2,2,3,0,12,0,1,6,3,6,0,0,7,0,18.25,70.156,4.883,7.692,72.421,89.272,4.892,280.625
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
229,0,1,0,0,0,1,0,3,0,0,0,3,4,0,2,0,0,0,1,0,0,0,1,0,3,0,0,0,3,1,0,1,0,0,8.0,24.333,2.75,27.355,-86.81,34.91,4.364,24.333
230,12,12,10,15,3,7,0,20,1,4,20,4,19,2,0,16,0,10,7,10,5,2,4,0,17,1,2,10,4,7,1,0,15,0,12.5,54.696,5.755,6.277,72.324,66.492,5.319,546.957
231,4,7,0,3,1,4,0,7,0,1,7,6,3,0,1,4,0,4,6,0,2,1,3,0,7,0,1,3,5,2,0,1,3,0,44.0,174.199,4.051,15.515,62.193,188.59,4.286,174.199
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
244,2,5,3,4,3,5,0,8,0,0,8,4,7,0,0,7,1,2,3,3,4,1,4,0,8,0,0,4,4,4,0,0,6,1,10.0,32.335,4.3,1.998,98.549,40.056,4.006,161.674
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
248,1,2,0,2,1,2,0,5,0,0,3,2,3,0,1,4,0,1,2,0,1,1,2,0,5,0,0,2,2,2,0,1,4,0,23.0,73.579,3.539,7.745,80.499,81.31,3.535,73.579
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
251,5,3,1,8,2,1,0,10,0,1,5,0,4,2,0,4,1,5,3,1,3,1,1,0,10,0,1,3,0,2,1,0,4,1,8.8,40.37,3.944,4.469,78.694,47.75,5.426,201.851
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
253,8,7,7,14,5,12,3,28,0,3,14,6,29,3,0,16,5,8,5,7,4,3,6,3,25,0,1,8,6,7,2,0,13,1,13.1,55.477,5.931,5.463,79.232,58.59,4.473,554.768
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.707,645.6,-4531.78,0.0,0.0,0.0
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
263,20,45,8,23,18,34,1,85,0,16,34,10,28,11,0,39,71,15,15,8,5,4,6,1,52,0,3,9,5,7,7,0,28,7,29.643,110.951,5.797,11.069,68.5,135.575,4.574,1553.308
264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-15.59,206.835,0.0,0.0,0.0
265,10,14,4,13,2,8,2,28,0,4,14,19,30,3,2,16,3,9,7,4,4,1,3,2,21,0,2,6,14,7,2,1,12,3,15.667,55.644,5.598,8.178,64.333,70.788,4.518,500.796
